Date,Time,Agent ID,Department ID,Talk Time,Hold Time,ACW Time,Waiting Time,Call Transferred
2022-02-03,14:00:14,15,2,405,166,68,36,0
2023-03-05,12:36:17,12,3,218,206,79,184,0
2022-09-30,16:44:54,21,3,261,246,65,47,1
2024-07-25,19:34:36,10,1,293,229,22,50,0
2023-04-30,19:04:05,15,1,452,246,41,257,1
2022-11-06,14:15:32,15,2,317,246,41,43,1
2022-07-18,10:25:44,4,1,406,189,110,292,0
2024-02-03,23:58:59,3,1,408,199,105,81,0
2024-10-19,13:36:49,3,2,299,260,65,171,1
2022-12-22,06:43:19,10,1,360,90,108,210,1
2024-09-16,10:58:23,18,2,561,261,90,201,1
2022-11-20,15:37:13,8,1,259,273,82,201,0
2023-08-30,09:10:15,1,1,508,190,99,40,1
2022-02-21,03:57:08,2,2,321,61,29,153,0
2022-07-29,19:09:43,25,1,315,110,70,204,0
2024-07-20,17:28:13,14,1,407,215,64,271,1
2023-02-04,15:57:39,22,4,187,239,50,291,1
2022-02-21,14:05:21,5,1,560,214,68,45,0
2023-12-04,15:14:40,4,1,325,179,119,102,0
2024-12-02,17:34:29,17,2,558,266,86,223,0
2023-11-07,10:52:48,11,1,323,257,100,76,0
2024-07-23,09:41:06,3,1,248,84,82,34,1
2023-05-24,15:18:06,15,2,597,121,22,72,0
2023-09-03,06:30:31,24,1,468,143,39,85,1
2022-09-12,21:21:00,6,2,194,154,114,218,0
2022-11-19,13:28:59,6,2,286,117,112,142,0
2022-03-22,15:54:50,1,1,273,116,39,203,1
2023-04-14,13:41:54,18,3,533,99,53,60,1
2022-11-10,11:02:48,4,2,547,83,35,293,0
2024-10-07,13:06:18,9,2,462,135,70,77,1
2024-01-18,06:49:49,12,4,338,211,53,250,0
2023-11-18,15:10:15,21,1,483,213,64,137,1
2024-08-19,15:43:25,11,1,448,224,14,194,0
2024-12-14,16:21:02,2,4,540,219,21,290,0
2022-02-07,07:23:28,23,1,203,265,119,109,1
2023-07-10,10:47:46,17,3,591,224,107,297,1
2023-11-01,16:49:23,1,3,446,86,99,39,1
2024-02-10,18:08:37,11,1,462,109,82,34,1
2022-12-22,13:24:10,18,1,303,99,19,35,1
2023-06-11,12:19:10,25,3,467,167,61,85,0
2023-08-09,18:56:01,15,2,226,178,32,52,1
2023-06-11,08:59:39,13,2,584,292,57,60,0
2023-01-31,13:17:43,15,4,576,71,106,46,0
2024-05-28,20:58:40,24,2,435,90,66,210,0
2023-06-23,14:56:00,24,1,183,132,20,40,0
2022-05-18,09:33:22,3,4,575,168,109,278,0
2023-05-04,11:30:51,11,3,464,109,60,145,0
2022-02-27,22:58:31,11,1,320,66,30,173,0
2023-01-17,11:36:01,4,2,570,256,61,86,0
2023-09-28,16:43:01,21,2,284,209,21,189,0
2023-09-15,10:43:39,7,1,557,255,25,252,1
2024-07-06,14:16:25,1,1,425,192,105,101,1
2024-09-18,13:08:35,13,1,389,78,30,285,1
2022-05-06,14:17:14,3,2,401,78,16,246,0
2022-08-06,13:58:03,15,2,536,87,45,168,1
2024-04-03,21:01:52,6,3,506,71,23,93,0
2024-08-23,13:19:48,25,2,424,153,75,84,1
2023-05-27,19:06:17,25,1,335,93,82,201,1
2024-08-19,12:04:44,2,1,373,300,115,60,1
2023-04-18,14:24:20,18,2,236,278,29,190,0
2022-11-29,10:56:48,4,3,359,274,56,58,0
2022-01-31,10:43:28,12,2,554,196,18,172,1
2022-02-05,07:17:53,3,1,346,94,78,195,0
2022-10-12,20:50:19,18,1,356,237,117,77,0
2024-02-23,16:27:42,12,3,343,178,42,277,0
2022-02-21,13:57:41,5,3,460,250,19,76,1
2023-07-22,14:53:33,14,2,296,104,79,191,1
2022-04-05,11:48:16,2,2,354,130,28,256,1
2022-08-16,15:47:06,1,3,218,141,49,156,1
2024-07-12,19:59:36,14,1,332,200,36,166,1
2024-06-10,09:41:41,23,4,407,211,65,224,1
2023-07-21,15:12:02,19,1,249,255,91,210,0
2023-11-25,14:53:30,6,1,588,297,52,240,0
2024-04-08,14:49:54,14,1,494,93,82,275,0
2024-08-23,10:17:09,3,1,188,185,106,81,1
2022-07-03,13:32:20,8,1,345,211,60,213,0
2024-08-22,13:41:39,3,3,193,74,82,182,1
2023-12-03,13:49:43,22,1,237,291,74,38,1
2023-09-22,21:26:15,1,1,415,161,46,198,0
2023-01-11,14:18:40,7,3,446,245,98,230,0
2023-09-01,12:50:47,9,1,309,101,41,31,1
2024-11-08,07:51:01,5,4,324,86,81,278,1
2022-02-11,14:50:09,20,2,556,180,55,247,0
2022-11-05,13:30:45,21,1,510,262,21,66,0
2022-10-16,14:38:03,14,4,395,270,86,291,0
2024-11-27,18:40:51,15,1,345,222,57,185,1
2023-05-28,12:58:30,12,1,317,147,19,122,1
2023-02-06,10:00:10,10,4,393,264,75,65,1
2022-11-24,08:48:13,23,4,395,294,64,195,1
2024-06-21,13:59:41,4,2,492,85,31,69,1
2024-05-09,14:02:28,17,3,296,146,35,207,1
2024-05-25,23:47:09,17,4,197,229,37,171,0
2024-05-01,15:40:23,4,1,298,102,88,207,1
2023-11-29,11:16:26,14,3,583,295,28,71,0
2024-12-01,10:20:38,5,1,551,107,35,81,1
2023-06-30,14:03:00,19,3,267,69,19,69,0
2022-03-27,12:09:15,9,2,479,208,35,175,0
2023-10-20,11:53:39,14,2,337,252,113,274,0
2022-04-03,12:59:17,9,1,291,140,47,257,1
2023-05-20,09:42:30,21,1,295,213,82,101,0
2024-02-28,14:00:35,15,2,198,106,106,55,1
2023-10-14,16:55:18,3,4,409,178,95,103,1
2022-07-19,14:14:29,20,3,554,61,120,183,0
2023-01-13,18:09:51,5,2,409,283,57,268,1
2023-05-23,17:51:01,23,2,270,199,43,202,0
2023-03-27,13:39:06,5,1,482,71,76,178,1
2023-03-12,20:01:04,23,1,430,137,25,46,0
2024-10-31,10:36:54,5,1,596,285,34,242,1
2023-05-14,11:15:52,10,2,555,75,47,142,1
2024-04-24,09:58:27,15,1,572,223,84,234,1
2022-05-11,13:32:41,12,3,329,268,91,79,1
2022-10-31,09:13:21,17,2,222,259,46,266,0
2023-06-25,11:30:49,12,1,502,283,61,34,0
2024-02-22,19:08:33,15,1,283,63,62,272,1
2023-05-06,15:44:17,14,1,296,147,56,115,0
2022-03-20,18:59:14,19,2,467,120,120,83,0
2022-03-17,14:38:40,6,1,382,244,46,135,1
2023-06-19,11:33:02,12,1,364,61,85,137,0
2024-05-26,15:02:26,15,3,564,79,58,83,0
2023-10-24,10:02:44,9,2,420,141,97,89,1
2022-10-27,13:11:00,20,3,296,226,81,205,1
2023-04-10,11:11:21,25,1,412,226,70,263,0
2023-10-31,09:20:36,14,1,538,251,22,189,0
2023-02-09,10:53:45,5,1,496,255,98,151,1
2023-05-27,12:45:14,25,3,456,194,69,186,1
2023-03-21,05:37:38,22,3,256,205,116,90,1
2023-04-28,12:04:34,14,4,478,115,85,263,0
2024-07-21,14:32:06,8,1,564,273,90,32,0
2022-11-11,14:28:28,20,1,459,74,105,282,0
2024-04-14,15:25:18,6,2,340,72,23,60,0
2024-05-24,08:14:51,11,2,529,225,103,285,0
2023-03-25,15:57:53,4,3,180,209,109,244,0
2024-11-20,19:44:15,8,3,546,138,22,141,1
2024-11-14,10:15:16,25,4,591,189,101,91,1
2023-03-27,12:18:22,8,1,559,166,23,268,1
2024-06-05,19:00:41,17,3,597,240,45,271,1
2022-04-07,11:10:15,10,1,526,270,114,67,0
2024-08-13,14:01:29,2,4,490,198,81,106,0
2023-02-28,11:36:59,6,2,532,298,106,181,1
2022-09-01,07:02:00,17,2,420,129,27,257,1
2024-08-05,10:06:48,2,1,509,233,87,201,1
2022-06-19,11:03:54,16,1,276,91,47,199,1
2023-02-11,16:05:24,24,3,596,167,86,103,1
2024-03-25,19:20:08,18,1,431,62,62,91,1
2024-04-06,11:10:19,16,2,323,259,27,290,0
2023-08-17,12:59:11,7,1,591,181,107,254,0
2024-12-14,15:04:41,2,1,421,98,72,109,0
2023-02-20,10:02:31,10,3,183,141,10,38,0
2024-07-03,19:26:49,17,1,477,237,76,53,0
2022-07-22,16:12:14,21,3,369,143,98,240,1
2024-11-26,16:03:44,21,1,322,266,87,169,1
2024-02-06,12:24:53,2,1,570,197,39,157,0
2023-04-04,16:35:26,9,3,242,90,118,109,1
2023-09-18,17:48:57,19,2,509,193,96,226,0
2022-11-03,11:25:34,1,1,215,147,56,159,1
2023-10-12,16:24:11,13,2,265,75,60,72,1
2022-12-12,19:11:56,20,1,503,136,15,116,1
2024-03-19,17:20:54,25,1,597,155,115,153,0
2024-10-21,15:21:05,24,1,245,92,11,161,0
2024-11-15,15:04:09,10,3,457,280,115,176,0
2023-08-01,09:14:33,1,4,405,257,31,138,0
2023-12-14,23:35:14,11,1,583,146,29,261,0
2022-04-06,08:05:31,19,1,336,227,31,144,1
2024-04-03,06:42:58,2,1,597,161,105,150,0
2022-11-02,10:59:24,14,1,344,300,52,138,0
2024-09-10,06:55:20,18,1,305,215,31,32,0
2023-06-11,23:49:08,4,3,306,267,64,149,0
2022-07-29,13:03:04,15,1,186,205,67,182,1
2023-11-16,10:30:55,23,3,390,176,27,187,0
2022-10-03,14:38:06,9,1,407,173,81,30,1
2023-10-01,12:04:01,5,1,492,131,13,184,1
2022-11-02,14:33:10,2,2,389,272,39,91,0
2023-01-22,14:37:59,4,2,521,247,39,45,1
2024-11-01,16:28:03,18,1,278,162,80,111,0
2022-08-04,15:29:12,11,1,515,200,106,122,1
2022-11-01,14:37:24,17,2,325,273,20,53,0
2022-10-13,09:51:46,7,1,485,291,59,109,1
2024-12-18,17:08:00,17,2,436,65,33,256,1
2023-07-18,11:02:22,7,3,290,94,84,214,0
2022-11-02,13:47:23,13,1,238,221,22,172,1
2022-10-02,13:00:19,21,1,425,299,34,264,0
2023-05-11,09:00:05,1,1,301,176,82,238,1
2024-02-18,13:26:51,25,3,578,109,115,229,1
2023-04-13,09:01:49,6,1,365,177,22,234,1
2023-04-29,11:10:38,25,1,184,82,50,217,1
2024-08-21,12:12:53,6,1,455,164,76,38,0
2023-12-16,13:27:00,15,4,245,180,62,181,0
2024-06-13,14:55:44,18,2,483,79,67,215,0
2024-03-08,19:40:57,16,2,318,179,40,208,0
2024-08-31,14:48:59,4,1,562,226,23,127,0
2024-10-03,07:40:17,5,3,375,171,82,201,0
2023-05-18,15:31:07,7,1,417,226,57,286,0
2022-06-11,17:43:58,20,1,563,262,112,36,0
2023-07-13,23:54:53,21,4,461,176,110,142,1
2024-09-06,16:08:26,24,4,454,261,19,179,0
2023-04-25,17:00:19,20,2,371,112,81,208,0
2023-12-05,10:26:43,13,1,328,214,109,204,0
2023-09-23,18:52:59,7,3,592,123,37,237,1
2022-02-02,15:51:36,7,1,213,144,27,49,0
2022-08-24,12:42:01,7,2,532,130,37,59,1
2023-06-25,18:08:22,22,2,598,227,42,132,0
2022-07-18,12:54:36,7,1,552,171,115,145,0
2022-02-04,16:47:23,8,1,444,72,36,31,1
2022-09-11,13:18:54,25,4,469,92,70,125,1
2024-03-11,19:05:05,8,2,358,169,15,278,1
2022-07-06,14:56:05,6,3,354,79,37,289,0
2022-06-15,23:30:41,25,4,405,154,66,289,0
2022-06-28,13:45:59,5,3,502,296,105,284,1
2023-08-02,21:49:02,20,1,228,291,94,225,0
2024-05-05,11:05:33,16,1,500,220,95,58,1
2022-08-31,19:01:24,2,2,229,213,71,93,1
2022-10-18,07:27:38,8,3,497,256,94,159,0
2023-10-20,11:07:00,23,2,261,291,86,281,1
2023-09-15,15:12:16,24,1,355,76,60,54,1
2024-01-15,22:15:28,24,1,235,237,89,213,1
2023-07-25,07:52:41,17,1,238,139,40,149,0
2022-05-02,15:56:06,3,1,597,299,20,177,1
2023-10-20,13:53:21,24,4,351,63,10,137,0
2024-12-09,19:46:25,24,3,226,261,109,272,1
2024-01-14,21:06:40,19,3,400,209,48,220,1
2024-06-16,19:44:13,6,2,319,271,13,79,1
2023-12-27,16:41:53,18,4,494,97,37,227,0
2022-01-30,16:30:06,13,1,430,124,106,60,0
2023-06-08,15:15:10,3,1,377,123,38,40,1
2022-07-09,09:11:49,19,3,214,150,37,142,0
2022-11-29,10:29:06,4,2,468,207,110,210,0
2023-11-03,10:05:53,1,1,381,172,105,179,1
2024-11-28,23:59:24,8,4,316,300,107,117,0
2023-12-18,15:43:46,20,1,600,220,13,265,1
2022-07-16,23:31:38,19,1,249,293,57,201,0
2022-09-17,15:26:28,20,1,489,154,84,183,0
2023-07-24,17:40:16,4,3,526,161,107,242,0
2023-01-16,13:04:26,17,2,346,296,82,147,1
2023-11-14,10:42:24,2,1,253,273,75,241,1
2023-06-16,17:14:42,20,4,541,256,29,246,1
2023-02-11,12:30:33,23,1,307,142,83,159,0
2022-10-26,10:54:53,8,1,284,275,115,132,0
2024-05-07,16:01:04,3,2,398,184,96,88,1
2023-09-12,14:21:41,5,3,408,245,59,180,1
2024-05-27,12:08:50,4,1,400,138,26,250,0
2022-03-18,05:12:35,13,3,183,145,88,234,0
2022-07-17,09:59:49,9,3,202,240,118,31,1
2023-08-20,15:54:37,10,2,352,295,93,143,0
2024-05-27,12:36:32,22,4,583,90,94,232,0
2024-10-29,19:20:00,3,2,210,239,34,232,1
2024-11-29,19:56:34,22,2,553,69,112,195,1
2022-12-06,18:50:22,3,4,270,124,106,189,0
2022-05-17,17:53:31,24,1,503,216,58,201,1
2022-04-23,14:14:22,7,2,406,83,35,68,1
2024-11-12,12:53:16,20,2,351,127,20,278,1
2022-09-23,14:48:23,4,2,493,125,10,114,0
2022-03-23,20:51:48,18,1,259,177,38,240,0
2024-04-01,13:31:10,12,1,317,218,120,255,1
2023-08-03,13:53:27,4,3,448,179,68,32,0
2024-09-14,05:45:21,22,1,507,176,106,47,0
2022-09-24,04:16:20,23,4,262,189,48,102,1
2022-06-02,21:28:45,15,1,459,166,33,281,1
2023-08-04,11:23:18,13,2,557,79,11,240,0
2023-12-15,17:20:19,12,1,310,193,104,89,1
2022-01-01,08:27:00,8,2,422,88,119,172,0
2022-05-14,09:36:26,12,1,258,284,63,219,0
2023-09-15,14:46:49,22,2,344,263,119,266,0
2023-06-08,09:38:17,6,1,291,294,93,165,1
2024-08-02,11:06:36,16,1,302,190,106,190,0
2023-08-31,09:20:46,10,3,517,219,110,160,0
2022-10-23,08:42:28,8,2,285,192,104,139,0
2022-09-17,08:09:33,21,2,472,288,62,118,1
2024-02-10,11:58:42,17,3,466,207,118,288,0
2023-11-03,12:33:33,18,2,412,150,72,262,1
2023-06-23,10:33:26,15,1,366,70,96,214,0
2022-04-26,12:46:55,10,1,478,275,50,117,1
2022-07-26,17:29:15,9,1,352,220,78,169,1
2022-12-28,17:03:17,8,1,508,91,111,193,1
2024-02-14,18:04:39,6,1,186,256,66,232,0
2024-03-13,09:31:41,21,3,332,237,60,228,1
2022-01-03,12:59:41,14,4,503,267,32,141,0
2022-04-22,14:42:44,19,2,417,197,74,139,0
2023-11-17,12:24:51,11,4,457,249,55,149,1
2022-12-09,15:47:09,5,2,590,63,34,78,1
2024-06-12,16:44:22,7,4,407,286,85,106,1
2023-08-02,17:06:55,2,3,557,166,120,177,1
2022-12-01,18:08:25,16,3,464,114,20,152,1
2022-04-10,13:39:03,21,1,538,171,65,184,0
2022-03-16,12:19:01,9,3,186,263,11,259,0
2022-10-13,16:46:37,3,1,452,121,98,233,0
2022-09-16,14:56:41,6,1,552,165,20,293,1
2024-09-26,11:22:35,7,1,503,220,69,184,0
2024-08-15,12:58:36,7,1,210,140,73,170,0
2024-11-03,15:19:13,7,1,528,256,29,155,0
2023-04-23,11:46:12,7,4,564,94,103,179,1
2022-04-11,12:02:58,22,2,538,189,13,55,1
2022-11-20,13:00:05,14,2,288,263,74,297,0
2024-07-22,12:43:51,2,2,396,176,60,218,1
2023-10-23,17:45:20,24,1,259,173,47,51,1
2024-07-22,15:00:03,4,1,525,170,23,73,0
2022-01-17,09:24:05,24,1,424,254,71,38,0
2022-12-29,14:09:58,8,1,539,193,83,164,1
2022-07-02,14:00:53,24,3,545,252,46,206,1
2023-01-02,10:51:40,16,1,502,194,111,153,1
2024-01-06,16:53:41,5,1,251,254,32,173,0
2022-07-23,16:57:12,7,4,385,181,49,211,0
2023-09-29,09:25:56,14,1,597,117,31,156,0
2024-11-24,15:42:10,17,2,507,77,90,174,1
2022-08-18,13:04:05,13,3,350,110,99,214,1
2022-03-31,10:25:22,10,2,229,206,39,277,1
2023-10-30,17:41:35,11,1,320,200,33,36,0
2024-07-27,17:35:32,22,3,301,152,112,157,1
2023-01-26,12:34:36,24,4,378,77,87,130,1
2022-06-06,14:38:08,1,1,256,181,93,244,1
2024-10-10,14:58:45,11,3,524,230,112,136,1
2023-07-27,15:21:46,16,1,360,256,48,182,0
2022-08-19,13:48:15,6,1,425,114,31,142,0
2024-12-13,06:36:30,14,1,378,62,36,279,1
2024-10-14,17:41:01,23,3,558,189,74,73,0
2022-02-17,10:04:28,18,1,254,91,70,225,1
2024-04-11,11:39:22,5,1,483,194,87,244,0
2022-12-25,19:30:39,10,2,293,268,50,59,1
2023-03-05,13:55:14,7,4,594,169,14,38,0
2023-02-05,16:02:30,25,3,399,252,27,177,1
2023-01-11,15:59:49,9,1,287,202,14,31,1
2024-09-07,08:57:56,7,3,599,245,38,198,1
2022-07-30,07:40:52,7,3,202,245,24,178,0
2023-07-10,11:17:11,23,1,222,208,71,207,1
2022-09-21,11:00:12,8,3,344,292,91,231,1
2022-02-26,09:08:56,16,1,462,202,18,209,1
2022-05-23,19:54:08,18,2,445,157,17,296,0
2022-06-27,16:27:56,9,1,420,137,112,129,0
2023-10-10,08:25:58,2,1,566,154,92,176,1
2024-07-05,23:32:29,10,2,487,139,92,231,0
2023-10-03,14:45:35,21,4,203,140,80,235,1
2022-01-07,11:42:24,18,3,191,93,77,49,1
2024-09-26,15:36:04,18,1,533,75,79,211,0
2023-08-25,15:06:20,14,1,198,210,23,167,0
2024-01-22,18:05:11,7,1,205,219,51,216,0
2023-06-05,08:06:14,1,3,237,155,69,46,1
2022-03-13,19:06:59,22,1,318,95,84,239,0
2023-08-01,12:31:11,19,1,220,79,99,266,1
2022-07-20,15:06:10,2,3,200,229,115,168,1
2023-05-19,20:28:41,3,1,558,276,15,40,0
2022-03-21,19:17:57,1,3,314,178,104,82,1
2022-01-28,13:07:42,1,1,422,249,75,63,0
2022-10-07,17:59:43,13,2,254,224,79,65,1
2022-07-26,12:54:17,11,2,555,62,109,129,0
2024-04-30,13:16:03,2,1,323,292,100,161,0
2023-01-22,16:07:07,9,1,398,132,23,140,0
2024-12-16,15:24:25,16,3,296,218,22,297,1
2023-12-15,12:35:47,23,2,461,276,90,231,0
2022-05-02,14:50:31,7,3,358,239,68,63,1
2023-02-08,13:31:37,3,1,199,228,105,230,1
2022-05-23,14:13:25,15,4,566,72,109,289,1
2023-01-29,07:26:54,14,3,447,107,57,102,1
2023-10-18,12:52:05,22,2,424,280,111,49,0
2024-09-04,16:15:30,16,1,343,72,45,91,1
2022-05-14,12:03:35,20,1,208,145,24,82,1
2023-08-18,17:58:57,14,1,563,91,26,189,1
2022-11-05,09:04:49,24,2,571,102,57,228,0
2022-02-09,15:26:03,6,4,255,259,52,285,1
2022-05-27,12:09:59,24,1,494,191,100,278,0
2022-07-23,11:56:47,20,1,359,233,114,60,0
2023-01-04,17:33:09,7,2,447,221,73,69,1
2023-02-09,14:08:50,23,2,215,83,105,94,1
2024-09-21,19:38:26,23,3,309,254,81,88,1
2024-11-23,15:20:16,2,1,403,158,68,83,1
2023-08-16,15:33:13,25,2,461,92,80,60,1
2023-07-22,18:51:35,18,1,307,60,94,72,0
2022-03-29,11:14:36,25,2,264,206,102,298,1
2023-04-01,13:33:49,24,4,290,202,46,46,1
2023-08-31,18:27:36,25,2,348,135,29,54,0
2023-04-14,09:30:20,1,4,417,243,35,122,1
2022-03-29,13:24:56,13,1,274,154,76,147,1
2022-08-12,16:24:55,17,1,307,176,33,259,1
2024-02-20,13:25:53,24,2,294,267,12,120,1
2023-08-19,18:57:54,15,2,510,186,42,90,0
2022-03-21,15:43:37,4,3,208,234,76,138,0
2024-10-14,10:12:00,25,4,553,152,10,118,1
2022-04-19,05:13:42,3,1,485,123,92,274,0
2023-05-02,13:24:06,22,2,315,150,17,65,0
2023-10-10,18:49:55,11,1,278,252,81,66,0
2022-10-27,16:59:12,7,1,238,256,107,110,0
2024-05-28,16:44:40,21,1,264,223,106,285,0
2022-07-13,12:54:43,10,3,403,193,38,116,1
2023-03-10,12:11:40,14,1,230,146,54,60,0
2022-04-09,17:30:12,22,1,463,123,47,122,1
2022-04-17,14:51:22,11,4,196,167,73,132,0
2022-10-13,18:15:49,19,1,190,247,28,184,0
2022-01-03,13:54:00,15,1,551,226,107,248,0
2024-05-31,10:29:48,25,1,229,259,22,298,1
2024-05-10,13:42:25,21,1,219,175,52,61,1
2024-04-30,11:04:18,15,3,544,131,19,260,1
2023-08-11,11:59:39,3,2,246,174,39,188,1
2023-02-26,17:44:13,3,2,591,281,18,76,0
2023-08-20,14:09:19,8,3,195,155,42,164,1
2023-02-28,16:30:02,23,3,391,277,105,296,1
2024-02-14,14:18:28,14,4,546,96,42,151,0
2023-06-10,12:21:52,9,3,348,253,11,131,0
2022-04-26,13:10:17,19,4,600,95,54,127,0
2023-10-01,14:20:38,14,2,500,88,73,266,1
2024-11-15,09:12:13,12,2,553,220,60,279,0
2024-10-14,11:23:30,6,1,290,105,85,92,0
2024-07-22,14:03:40,1,1,300,132,82,237,1
2022-07-13,15:43:26,4,1,226,69,110,65,0
2022-06-07,09:24:54,22,2,565,73,114,273,1
2024-02-10,09:32:05,14,1,371,61,94,244,1
2023-12-06,16:05:40,15,1,255,223,37,224,0
2023-12-24,11:34:41,13,1,193,95,108,197,1
2024-04-18,10:09:59,4,3,567,151,99,115,0
2024-06-19,11:44:20,1,1,478,261,99,69,0
2022-02-13,15:39:48,6,2,491,277,42,211,1
2024-02-03,11:51:57,22,1,208,255,85,143,1
2024-09-26,17:35:07,13,1,556,251,59,185,1
2022-09-05,12:22:11,25,1,263,280,37,278,0
2024-10-09,11:32:28,7,1,371,71,102,209,0
2024-04-02,19:07:05,12,3,244,218,27,50,1
2024-11-22,12:49:37,16,1,440,222,100,287,1
2024-07-12,17:55:46,7,2,201,165,68,238,1
2022-02-26,13:16:52,21,4,289,242,89,78,1
2024-10-04,13:03:04,1,1,207,259,35,237,0
2022-09-29,09:55:49,11,3,280,92,120,188,1
2022-10-30,16:19:39,2,4,291,90,52,286,0
2023-01-16,05:52:01,8,4,560,300,106,54,1
2022-04-07,10:31:52,4,1,515,253,106,297,1
2022-04-19,14:52:32,22,4,289,185,74,162,1
2022-09-11,09:11:10,13,1,393,287,53,48,1
2022-10-22,12:16:00,20,1,262,202,52,223,0
2024-03-08,11:06:20,17,1,315,122,99,195,1
2024-11-20,14:54:53,3,1,257,109,69,174,1
2022-03-19,09:47:41,2,3,461,71,75,127,1
2023-04-22,11:13:30,19,1,492,286,95,43,0
2024-07-30,11:04:11,25,4,521,169,28,162,0
2023-06-02,13:16:16,2,1,238,251,74,67,1
2023-05-08,13:13:39,25,3,266,142,12,286,0
2023-10-31,16:43:03,18,1,529,165,79,263,0
2022-07-12,08:42:17,18,3,493,167,70,223,1
2024-09-24,16:21:41,24,1,236,202,68,78,1
2022-09-08,16:43:43,24,2,581,130,62,212,0
2022-02-11,08:44:13,19,3,182,246,117,293,0
2023-01-12,15:17:16,7,1,276,247,28,224,1
2022-11-23,13:09:49,13,2,195,82,10,293,0
2022-12-10,22:52:21,22,3,274,72,118,164,1
2024-05-18,12:14:01,24,1,227,215,35,192,0
2022-04-23,12:57:12,20,1,390,82,108,62,1
2023-05-27,16:57:40,19,1,499,274,117,71,0
2022-01-22,11:01:12,22,1,358,255,11,168,0
2023-05-07,11:59:40,1,2,218,259,105,217,1
2024-07-21,13:42:27,11,1,256,294,67,72,0
2022-02-23,20:58:13,15,2,555,141,21,229,1
2022-06-08,14:57:57,16,1,330,154,85,138,1
2023-03-19,15:22:02,15,4,395,189,46,116,1
2022-03-17,13:50:23,6,1,502,266,65,62,1
2023-04-04,13:30:18,1,2,228,221,11,71,1
2022-09-15,23:21:13,19,3,238,109,68,198,0
2022-09-29,08:30:19,10,3,281,91,48,109,0
2022-04-24,10:30:00,10,1,207,239,117,32,0
2023-12-05,08:45:27,18,3,196,156,41,276,1
2023-01-11,12:48:04,19,2,382,223,92,169,1
2023-06-11,18:11:22,5,3,199,244,70,138,1
2024-10-03,13:44:06,2,1,534,154,66,46,1
2023-09-06,15:01:30,25,2,391,89,40,31,0
2024-06-07,09:43:43,25,1,281,99,22,146,0
2024-11-01,18:00:17,13,1,442,277,52,111,1
2023-08-31,09:51:39,16,3,336,223,47,236,0
2023-12-15,12:36:57,7,1,366,240,95,298,0
2024-09-05,19:45:49,14,1,372,174,50,113,0
2024-10-12,17:23:55,18,3,236,95,60,271,0
2023-07-07,15:17:05,4,2,330,202,77,51,1
2024-07-26,17:31:50,13,1,363,285,53,59,1
2023-02-17,18:37:11,16,3,539,130,66,33,0
2022-03-07,05:17:36,20,4,310,145,16,46,1
2022-06-09,13:53:45,13,1,430,67,38,119,1
2022-03-02,10:40:17,7,1,284,115,31,149,1
2022-04-25,15:46:31,9,2,218,90,66,245,1
2024-06-19,23:32:52,17,3,235,106,85,159,0
2024-07-06,17:36:56,2,3,413,181,115,111,0
2024-11-04,13:28:11,15,4,528,119,89,259,1
2023-03-30,18:57:26,18,4,197,165,102,276,1
2022-11-13,15:46:30,14,3,261,84,80,123,1
2023-10-17,16:02:15,12,2,579,184,106,289,0
2022-05-12,21:46:43,6,3,376,135,16,234,1
2024-04-03,15:46:33,16,1,594,65,55,143,0
2024-04-27,10:26:06,25,1,463,288,56,236,0
2022-01-11,08:02:56,15,2,513,105,81,32,1
2024-02-25,19:18:25,14,3,496,244,111,181,1
2024-02-26,09:09:25,24,1,239,224,73,134,1
2022-12-26,12:05:17,3,4,181,276,33,251,0
2024-09-17,14:39:28,21,1,589,116,14,34,1
2022-07-21,19:24:43,25,3,554,116,63,83,1
2022-05-10,14:21:29,20,2,336,170,103,76,1
2024-10-11,12:36:52,6,2,334,289,80,32,1
2023-10-11,13:57:24,12,2,419,246,108,281,0
2022-09-26,10:28:13,10,2,574,104,29,71,0
2024-08-03,10:33:28,20,1,461,236,84,134,0
2024-08-18,19:56:14,23,1,321,133,49,289,1
2024-05-03,18:50:43,8,1,271,214,24,216,1
2023-04-24,14:49:11,9,3,395,230,36,232,1
2022-05-17,17:19:10,24,1,387,193,14,207,0
2024-06-10,11:48:18,5,1,237,174,88,136,1
2024-12-02,11:44:40,5,3,372,215,75,152,0
2023-05-12,08:59:48,1,2,472,288,59,75,0
2022-03-23,09:50:16,13,1,287,67,66,296,1
2023-11-20,09:23:16,8,1,538,208,113,132,0
2022-10-02,09:25:46,1,1,181,254,68,88,0
2023-06-15,16:28:26,11,3,585,185,96,282,1
2024-10-27,00:39:38,2,1,286,87,16,171,0
2024-01-10,16:42:23,6,1,357,148,30,117,1
2023-02-19,13:43:05,13,1,273,172,90,133,0
2024-05-08,21:06:18,6,1,451,83,80,118,0
2024-09-28,09:19:59,17,1,502,84,46,73,1
2023-11-23,16:45:39,9,1,295,77,26,158,0
2024-09-01,14:19:32,20,2,347,195,95,101,0
2022-11-22,16:33:46,17,1,439,252,26,216,0
2022-11-06,11:26:32,21,4,298,105,101,221,0
2023-03-12,14:11:15,3,1,408,131,107,113,1
2022-11-15,15:43:02,12,1,520,243,69,103,0
2023-04-01,19:02:49,14,1,468,86,22,124,1
2022-04-17,10:49:45,19,3,381,166,86,270,0
2023-03-09,11:56:15,14,3,516,279,87,85,0
